,city,train_len,train_RMSE,test_RMSE,class
0,Zuerich_Stampfenbachstrasse,24.0,7.19191208364328,8.631761694719907,low traffic
0,Opfikon_Balsberg,3.0,3.8131163923746874,17.638240548999434,high traffic
0,StGallen_Blumenbergplatz,3.0,4.233855202206857,20.132868827999147,low traffic
0,StGallen_Stuelegg,3.0,1.9047477292517234,4.69762686725239,no traffic
0,Zuerich_Schimmelstrasse,3.0,4.102110139716246,25.03940554295424,low traffic
0,Zuerich_Stampfenbachstrasse,3.0,4.4278430770214525,27.13292972342806,low traffic
0,Opfikon_Balsberg,6.0,3.943247134633061,9.737808909535039,high traffic
0,StGallen_Blumenbergplatz,6.0,3.6876866089190568,16.083874630504184,low traffic
0,StGallen_Stuelegg,6.0,1.6537520179582943,3.7300060809626965,no traffic
0,Zuerich_Schimmelstrasse,6.0,5.076581678338373,14.597055076917721,low traffic
0,Zuerich_Stampfenbachstrasse,6.0,5.021163382719676,18.45291380816769,low traffic
0,Opfikon_Balsberg,9.0,5.1667777350515784,11.774951687705359,high traffic
0,StGallen_Blumenbergplatz,9.0,4.448989397800353,18.99541194610264,low traffic
0,StGallen_Stuelegg,9.0,1.9916419701474237,3.5824582035769095,no traffic
0,Zuerich_Schimmelstrasse,9.0,5.6092568000202,19.20128690273756,low traffic
0,Zuerich_Stampfenbachstrasse,9.0,5.982830585683251,10.418712577175505,low traffic
0,Opfikon_Balsberg,12.0,6.072988917534118,13.988600873782822,high traffic
0,StGallen_Blumenbergplatz,12.0,6.657317943944338,24.508853870979152,low traffic
0,StGallen_Stuelegg,12.0,2.7729279693952065,2.832348565840642,no traffic
0,Zuerich_Schimmelstrasse,12.0,6.288892161603448,9.470617694584059,low traffic
0,Zuerich_Stampfenbachstrasse,12.0,6.905877049722764,11.219962678383617,low traffic
0,Opfikon_Balsberg,18.0,6.189613424846873,11.272514599298015,high traffic
0,StGallen_Blumenbergplatz,18.0,6.5151305007257285,18.969724014648904,low traffic
0,StGallen_Stuelegg,18.0,2.6700236666209216,3.045518891440794,no traffic
0,Zuerich_Schimmelstrasse,18.0,6.608206794837813,9.595175655918654,low traffic
0,Zuerich_Stampfenbachstrasse,18.0,6.921679801718636,11.214659598763173,low traffic
0,Opfikon_Balsberg,24.0,6.644711713673786,7.719336253538165,high traffic
0,StGallen_Blumenbergplatz,24.0,6.796979209372168,15.936396507614614,low traffic
0,StGallen_Stuelegg,24.0,2.986666477347278,2.593615922000269,no traffic
0,Zuerich_Schimmelstrasse,24.0,6.916740104216861,10.223201976160171,low traffic
0,Zuerich_Stampfenbachstrasse,24.0,7.036377266944767,11.317337566907419,low traffic
