,pm10,sun,t,o3,no2,nox,no,ws,wd,press,h,pm25,co,p,so2,city
2017-04-11,31.730434782608704,,13.143333333333333,54.65749999999999,44.72874999999999,39.61458333333333,20.237083333333334,0.80625,100.82958333333333,,50.56249999999999,20.448260869565214,,0.0,,Zuerich_Schimmelstrasse
2017-04-11,29.080454545454543,167.33333333333331,13.256666666666668,62.13999999999999,29.89285714285715,24.015238095238097,10.454285714285716,1.6479166666666671,79.37458333333333,971.9320833333331,49.82833333333335,19.66090909090909,0.27090909090909093,0.0,1.254285714285714,Zuerich_Stampfenbachstrasse
2017-04-12,27.324583333333337,,12.326666666666668,52.56166666666667,42.553636363636365,39.027727272727276,20.921363636363633,1.7154166666666668,199.06583333333333,968.8954166666666,52.04333333333335,,,0.0,,Opfikon_Balsberg
2017-04-12,25.743750000000002,231.83500000000004,12.121250000000002,57.75166666666666,38.41166666666667,33.899166666666666,17.228749999999998,0.6925,180.23083333333332,941.3408333333333,55.27291666666665,17.244166666666665,,0.0,,StGallen_Blumenbergplatz
2017-04-12,21.20416666666667,207.15041666666662,10.537083333333333,91.94041666666665,12.807916666666664,7.999166666666664,1.6241666666666665,1.6591666666666667,217.3779166666667,915.4854166666664,56.49666666666666,,,0.0,,StGallen_Stuelegg
2017-04-12,28.33916666666666,,13.977916666666664,49.425,53.77333333333335,54.67190476190477,33.11666666666667,0.46916666666666673,69.32249999999999,,45.26208333333333,15.787083333333333,,0.0,,Zuerich_Schimmelstrasse
2017-04-12,26.163749999999997,260.15208333333334,13.711666666666666,64.24041666666666,32.630833333333335,27.053333333333338,12.460416666666665,1.6933333333333331,227.6158333333333,968.7091666666666,45.474999999999994,14.830416666666666,0.2854166666666667,0.0,1.2141666666666666,Zuerich_Stampfenbachstrasse
2017-04-13,17.309166666666663,,14.142083333333332,64.45217391304348,41.63,37.22090909090909,19.271818181818183,1.7383333333333333,255.64416666666662,965.2674999999999,47.771666666666675,,,0.0,,Opfikon_Balsberg
2017-04-13,15.663333333333332,188.79791666666665,13.507500000000002,79.40173913043479,30.28000000000001,24.619999999999994,10.957826086956523,1.0533333333333332,207.15750000000003,937.8966666666666,48.04916666666666,8.84875,,0.0,,StGallen_Blumenbergplatz
2017-04-13,11.76,145.20833333333331,10.610833333333334,97.29826086956523,7.809565217391306,4.293478260869565,0.2604347826086957,3.038333333333332,239.65666666666664,912.2258333333335,57.25541666666666,,,0.0,,StGallen_Stuelegg
2017-04-13,16.364583333333336,,15.360416666666666,72.54625,37.98041666666666,32.13750000000001,15.312500000000002,0.7095833333333333,114.50041666666671,,43.17083333333333,8.031666666666666,,0.0,,Zuerich_Schimmelstrasse
2017-04-13,14.738333333333335,258.75166666666667,15.416666666666666,85.44041666666665,16.28916666666667,10.496666666666664,2.4670833333333335,2.0329166666666665,287.5925,964.9983333333334,42.75833333333333,7.054583333333336,0.22083333333333335,0.0,0.9249999999999999,Zuerich_Stampfenbachstrasse
2017-04-14,13.804583333333335,,11.525416666666667,56.070000000000014,31.989999999999995,25.02125,10.34291666666667,1.4400000000000002,215.35416666666666,966.1779166666664,56.54249999999998,,,0.0,,Opfikon_Balsberg
2017-04-14,17.532916666666665,105.97541666666667,10.329583333333334,67.00874999999999,18.097083333333334,12.653333333333336,3.9791666666666674,0.5754166666666668,192.92,938.6870833333334,63.63708333333333,12.222499999999998,,0.0,,StGallen_Blumenbergplatz
2017-04-14,14.543749999999998,87.33958333333332,7.720833333333334,80.39791666666666,7.462916666666665,4.1258333333333335,0.2795833333333333,1.5654166666666667,212.1029166666667,912.71125,73.40541666666668,,,0.0,,StGallen_Stuelegg
2017-04-14,14.945416666666668,,12.625000000000002,66.32374999999999,27.072083333333335,19.715000000000003,6.932916666666667,0.42999999999999994,99.60416666666664,,52.61416666666667,9.762083333333331,,0.0,,Zuerich_Schimmelstrasse
2017-04-14,13.919583333333328,161.75041666666667,12.587916666666665,72.87375000000002,15.984999999999998,10.064583333333333,2.1266666666666665,1.2612499999999998,263.4370833333333,965.8754166666668,52.247083333333336,8.85708333333333,0.20708333333333337,0.0,0.84125,Zuerich_Stampfenbachstrasse
2017-04-15,13.855416666666668,,11.446666666666665,49.69791666666668,30.413749999999997,24.799583333333327,11.095833333333333,1.7437500000000001,206.45166666666668,967.0233333333332,62.88291666666667,,,1.4791666666666667,,Opfikon_Balsberg
2017-04-15,12.113750000000001,98.32125000000002,11.269166666666665,73.20083333333332,20.547500000000003,16.32375,6.959166666666667,1.0675000000000001,218.47416666666672,939.4033333333333,61.15583333333333,8.945,,14.911249999999997,,StGallen_Blumenbergplatz
2017-04-15,9.33375,71.68875000000001,8.430833333333332,86.81041666666665,5.2283333333333335,2.777083333333333,0.05333333333333334,3.0425,229.7933333333333,913.5475000000001,69.02333333333333,,,17.642083333333336,,StGallen_Stuelegg
2017-04-15,15.75583333333333,,12.873333333333335,54.91458333333335,33.40541666666667,26.206249999999997,10.896666666666667,0.5495833333333334,113.04083333333331,,56.70208333333333,10.067916666666665,,3.9958333333333336,,Zuerich_Schimmelstrasse
2017-04-15,14.049583333333333,94.13458333333334,12.819583333333332,64.55291666666666,19.61916666666667,12.369583333333333,2.631666666666667,1.6849999999999998,260.8745833333333,966.76375,55.655833333333334,8.972499999999998,0.23291666666666666,4.666666666666667,1.0295833333333335,Zuerich_Stampfenbachstrasse
