,no2,city,pre_lockdown_model,dummy,lockdown_model,weekday,class,year
2019-12-04,24.137391304347826,StGallen_Stuelegg,20.10442938126379,21.401812863257614,22.334771746903826,2,no traffic,2019
2019-12-05,6.53,StGallen_Stuelegg,7.854960713241554,7.931533398611961,10.68248459817077,3,no traffic,2019
2019-12-06,2.862083333333333,StGallen_Stuelegg,3.2790690294482006,3.0067848744494974,5.596004039208839,4,no traffic,2019
2019-12-07,5.479565217391304,StGallen_Stuelegg,3.25036824439538,3.5167397138766425,5.221663690794132,5,no traffic,2019
2019-12-08,2.229166666666666,StGallen_Stuelegg,2.641841749548354,3.5166000784521008,2.7476748805683187,6,no traffic,2019
2019-12-09,2.8570833333333323,StGallen_Stuelegg,2.0801295855366577,2.0801295855366577,0.8029740718264105,0,no traffic,2019
2019-12-10,4.633043478260872,StGallen_Stuelegg,7.169982836872676,7.060088675214574,5.495157032962629,1,no traffic,2019
2019-12-11,2.2070833333333333,StGallen_Stuelegg,5.4507859744190315,5.802537300108748,6.735496183754959,2,no traffic,2019
2019-12-12,3.117826086956521,StGallen_Stuelegg,4.217746720437665,4.258862673067663,7.009813872626472,3,no traffic,2019
2019-12-13,1.9608333333333332,StGallen_Stuelegg,2.3077250425131024,2.1160984077802047,4.7053175725395455,4,no traffic,2019
2019-12-14,1.1604166666666669,StGallen_Stuelegg,1.2443350896589145,1.3463098018876212,3.0512337788051105,5,no traffic,2019
2019-12-15,1.1439130434782607,StGallen_Stuelegg,2.0678379438259333,2.7525339383888827,1.9836087405051004,6,no traffic,2019
2019-12-16,5.172083333333332,StGallen_Stuelegg,4.852643658170253,4.852643658170253,3.5754881444600057,0,no traffic,2019
2019-12-17,0.8641666666666664,StGallen_Stuelegg,2.2292125444488566,2.195045455167958,0.6301138129160124,1,no traffic,2019
2019-12-21,2.1365217391304343,StGallen_Stuelegg,6.083864846987273,6.58244466858495,8.28736864550244,5,no traffic,2019
2019-12-22,1.1850000000000005,StGallen_Stuelegg,2.137444398829895,2.845188263792572,2.0762630659087895,6,no traffic,2019
2019-12-23,1.694583333333333,StGallen_Stuelegg,1.9676403824843487,1.9676403824843487,0.6904848687741014,0,no traffic,2019
2019-12-24,1.502173913043478,StGallen_Stuelegg,2.6061747460383105,2.5662299657833936,1.001298323531448,1,no traffic,2019
2019-12-25,1.24375,StGallen_Stuelegg,2.339473191453005,2.4904445927098395,3.423403476356051,2,no traffic,2019
2019-12-26,3.3129166666666663,StGallen_Stuelegg,7.628193792014084,7.702555880445121,10.453507080003929,3,no traffic,2019
2019-12-27,3.450434782608696,StGallen_Stuelegg,7.42122563733681,6.804989097767222,9.394208262526563,4,no traffic,2019
2019-12-28,11.048333333333336,StGallen_Stuelegg,10.65043161421508,11.523246909706591,13.228170886624081,5,no traffic,2019
2019-12-29,11.80375,StGallen_Stuelegg,15.375724645382027,20.4668862180909,19.697961020207117,6,no traffic,2019
2019-12-30,12.68608695652174,StGallen_Stuelegg,13.797873115812521,13.797873115812521,12.520717602102273,0,no traffic,2019
2019-12-31,3.276666666666667,StGallen_Stuelegg,7.076470633266205,6.9680097309971325,5.403078088745187,1,no traffic,2019
2020-01-01,8.381363636363638,StGallen_Stuelegg,8.598262458015952,9.153127432063586,10.086086315709798,2,no traffic,2020
2020-01-02,4.269565217391304,StGallen_Stuelegg,7.668298772514485,7.743051817204344,10.494003016763152,3,no traffic,2020
2020-01-03,3.4016666666666664,StGallen_Stuelegg,3.578703429202981,3.281538523414014,5.870757688173356,4,no traffic,2020
2020-01-04,4.165416666666666,StGallen_Stuelegg,3.469661714691208,3.7540045398891855,5.458928516806675,5,no traffic,2020
2020-01-05,4.548260869565217,StGallen_Stuelegg,6.282357087760475,8.362551402429578,7.593626204545795,6,no traffic,2020
2020-01-06,2.705833333333333,StGallen_Stuelegg,6.729997529381788,6.729997529381788,5.452842015671541,0,no traffic,2020
2020-01-07,7.7037499999999985,StGallen_Stuelegg,5.256561519634239,5.175994322397208,3.6110626801452623,1,no traffic,2020
2020-01-08,3.4643478260869576,StGallen_Stuelegg,4.962359598903216,5.282591685735308,6.215550569381519,2,no traffic,2020
2020-01-09,2.4854166666666666,StGallen_Stuelegg,3.7301110384404965,3.7664733614832704,6.517424561042079,3,no traffic,2020
2020-01-10,3.985833333333333,StGallen_Stuelegg,4.094070430075343,3.754110978918003,6.343330143677344,4,no traffic,2020
2020-01-11,5.695652173913044,StGallen_Stuelegg,8.416789135022263,9.10655482359484,10.81147880051233,5,no traffic,2020
2020-01-12,4.7675,StGallen_Stuelegg,6.215679454706503,8.273795681285916,7.504870483402134,6,no traffic,2020
2020-01-13,5.425833333333332,StGallen_Stuelegg,5.267937844723953,5.267937844723953,3.9907823310137056,0,no traffic,2020
2020-01-14,4.464347826086957,StGallen_Stuelegg,6.058500136332034,5.965641644403188,4.400710002151243,1,no traffic,2020
2020-01-15,4.533333333333332,StGallen_Stuelegg,4.262360010880143,4.537419569525486,5.470378453171698,2,no traffic,2020
2020-01-16,7.756666666666668,StGallen_Stuelegg,5.018829038992781,5.067754199914694,7.818705399473503,3,no traffic,2020
2020-01-17,5.062173913043479,StGallen_Stuelegg,5.599889788825119,5.134891569652924,7.724110734412265,4,no traffic,2020
2020-01-18,2.920833333333334,StGallen_Stuelegg,4.551387230178886,4.924378723303236,6.629302700220725,5,no traffic,2020
2020-01-19,7.317916666666666,StGallen_Stuelegg,7.477379937561885,9.953266458727757,9.184341260843976,6,no traffic,2020
2020-01-20,9.289565217391305,StGallen_Stuelegg,14.492571737919278,14.492571737919278,13.21541622420903,0,no traffic,2020
2020-01-21,22.11125,StGallen_Stuelegg,20.921985297122294,20.601314510767484,19.03638286851554,1,no traffic,2020
2020-01-22,18.655416666666664,StGallen_Stuelegg,12.184610087213823,12.970910039423293,13.903868923069505,2,no traffic,2020
2020-01-23,34.97304347826088,StGallen_Stuelegg,22.232739435297923,22.449471335539176,25.200422535097985,3,no traffic,2020
2020-01-24,4.6675,StGallen_Stuelegg,7.60309811370138,6.97175942376542,9.560978588524762,4,no traffic,2020
2020-01-25,6.753333333333334,StGallen_Stuelegg,7.173907510789534,7.76181760032068,9.46674157723817,5,no traffic,2020
2020-01-26,5.710869565217391,StGallen_Stuelegg,6.8608325194585165,9.132569799193774,8.363644601309993,6,no traffic,2020
2020-01-27,8.317916666666667,StGallen_Stuelegg,5.207340757223146,5.207340757223146,3.9301852435128986,0,no traffic,2020
2020-01-28,2.192916666666667,StGallen_Stuelegg,1.822636500114489,1.7947009924927013,0.22976935024075584,1,no traffic,2020
2020-01-29,2.3160869565217395,StGallen_Stuelegg,2.209531059885709,2.352117006777567,3.2850758904237782,2,no traffic,2020
2020-01-30,3.0900000000000003,StGallen_Stuelegg,4.262904952372374,4.304461121982706,7.055412321541514,3,no traffic,2020
2020-01-31,2.724583333333333,StGallen_Stuelegg,2.732216598953184,2.505341445902628,5.094560610661969,4,no traffic,2020
2020-02-01,2.2639130434782606,StGallen_Stuelegg,2.0051178898647306,2.169439640093308,3.874363617010797,5,no traffic,2020
2020-02-02,1.0233333333333334,StGallen_Stuelegg,1.054861216262668,1.4041435436091323,0.63521834572535,6,no traffic,2020
2020-02-03,1.69375,StGallen_Stuelegg,0.9721462505584975,0.9721462505584975,0.0,0,no traffic,2020
2020-02-04,4.242608695652175,StGallen_Stuelegg,1.4782105277393298,1.4555540290564193,0.0,1,no traffic,2020
2020-02-05,5.944583333333335,StGallen_Stuelegg,6.567772233617166,6.991605163555161,7.924564047201373,2,no traffic,2020
2020-02-06,9.742916666666668,StGallen_Stuelegg,10.463413591657343,10.565414315289706,13.316365514848515,3,no traffic,2020
2020-02-07,21.308695652173913,StGallen_Stuelegg,15.518977671481446,14.230327849298797,16.819547014058138,4,no traffic,2020
2020-02-08,8.4275,StGallen_Stuelegg,7.12063409802564,7.704178369232456,9.409102346149945,5,no traffic,2020
2020-02-09,3.210833333333333,StGallen_Stuelegg,2.8483257749052475,3.7914544446885707,3.0225292468047886,6,no traffic,2020
2020-02-10,2.3521739130434787,StGallen_Stuelegg,0.8634047538557947,0.8634047538557947,0.0,0,no traffic,2020
2020-02-11,1.9416666666666664,StGallen_Stuelegg,1.0164896167903674,1.0009099038659688,0.0,1,no traffic,2020
2020-02-12,2.4425,StGallen_Stuelegg,2.1574674146831674,2.2966935789113547,3.229652462557566,2,no traffic,2020
2020-02-13,2.550869565217391,StGallen_Stuelegg,3.516042506789093,3.550318020881413,6.301269220440222,3,no traffic,2020
2020-02-14,3.8683333333333336,StGallen_Stuelegg,3.305381073957741,3.0309120449166715,5.620131209676012,4,no traffic,2020
2020-02-15,6.294583333333333,StGallen_Stuelegg,5.987303791271302,6.4779703217057145,8.182894298623204,5,no traffic,2020
2020-02-16,3.93608695652174,StGallen_Stuelegg,3.0025662752841917,3.9967665743139777,3.227841376430195,6,no traffic,2020
2020-02-17,2.255833333333333,StGallen_Stuelegg,2.118413446034864,2.118413446034864,0.8412579323246168,0,no traffic,2020
2020-02-18,4.051666666666667,StGallen_Stuelegg,3.5218032347610246,3.4678246377665483,1.9028929955146028,1,no traffic,2020
2020-02-19,3.0678260869565217,StGallen_Stuelegg,2.365288587431094,2.5179259135290644,3.4508847971752754,2,no traffic,2020
2020-02-20,2.9841666666666664,StGallen_Stuelegg,3.4589309688289482,3.492649741266295,6.243600940825104,3,no traffic,2020
2020-02-21,3.555652173913044,StGallen_Stuelegg,3.756113305598234,3.4442168104926383,6.0334359752519795,4,no traffic,2020
2020-02-22,4.296666666666667,StGallen_Stuelegg,3.996988678412582,4.324546563462859,6.029470540380348,5,no traffic,2020
2020-02-23,2.4875000000000003,StGallen_Stuelegg,0.6711964334774901,0.8934408849535483,0.12451568706976601,6,no traffic,2020
2020-02-24,2.393478260869565,StGallen_Stuelegg,1.8259946152189133,1.8259946152189133,0.548839101508666,0,no traffic,2020
2020-02-25,3.2683333333333335,StGallen_Stuelegg,2.519850549134073,2.4812288578551596,0.9162972156032141,1,no traffic,2020
2020-02-26,2.2854166666666664,StGallen_Stuelegg,2.200990812556329,2.343025638319248,3.2759845219654595,2,no traffic,2020
2020-02-27,2.523043478260869,StGallen_Stuelegg,2.8580035014333856,2.88586423949333,5.636815439052139,3,no traffic,2020
2020-02-28,2.601666666666667,StGallen_Stuelegg,4.076053967094429,3.737590549523076,6.326809714282417,4,no traffic,2020
2020-02-29,2.71875,StGallen_Stuelegg,3.451953637455507,3.7348452650659207,5.43976924198341,5,no traffic,2020
2020-03-01,2.113913043478261,StGallen_Stuelegg,3.591281499877364,4.780415331982459,4.011490134098676,6,no traffic,2020
2020-03-02,5.028333333333333,StGallen_Stuelegg,4.234793922377142,4.234793922377142,2.9576384086668943,0,no traffic,2020
2020-03-03,4.1725,StGallen_Stuelegg,4.699644064661733,4.627612728418989,3.0626810861670437,1,no traffic,2020
2020-03-04,4.814347826086957,StGallen_Stuelegg,5.551460911732299,5.909709014736308,6.842667898382519,2,no traffic,2020
2020-03-05,2.8712500000000003,StGallen_Stuelegg,5.268689899034301,5.3200507840445725,8.07100198360338,3,no traffic,2020
2020-03-06,2.79125,StGallen_Stuelegg,1.9290931698903862,1.7689070015114412,4.358126166270782,4,no traffic,2020
2020-03-07,4.352173913043479,StGallen_Stuelegg,5.316184437388471,5.751851953849827,7.456775930767316,5,no traffic,2020
2020-03-08,3.645833333333334,StGallen_Stuelegg,4.12213512034377,5.487043533197725,4.718118335313942,6,no traffic,2020
2020-03-09,3.5854166666666667,StGallen_Stuelegg,4.132177263246181,4.132177263246181,2.8550217495359336,0,no traffic,2020
2020-03-10,1.8278260869565215,StGallen_Stuelegg,2.8275294989976816,2.784192019546832,1.2192603772948867,1,no traffic,2020
2020-03-11,1.88625,StGallen_Stuelegg,1.5807933428377667,1.6828054483569026,2.615764332003114,2,no traffic,2020
2020-03-12,4.099583333333333,StGallen_Stuelegg,2.6466304330000403,2.6724306383525915,5.4233818379114,3,no traffic,2020
2020-03-13,2.793043478260869,StGallen_Stuelegg,3.3855753808729987,3.1044472547229547,5.693666419482296,4,no traffic,2020
2020-03-14,5.7370833333333335,StGallen_Stuelegg,7.58972768280762,8.211714720528068,9.916638697445558,5,no traffic,2020
2020-03-15,4.567916666666666,StGallen_Stuelegg,5.125252513133277,6.822310001290795,6.053384803407012,6,no traffic,2020
2020-03-16,7.878260869565217,StGallen_Stuelegg,6.504827760488673,6.504827760488673,5.227672246778425,0,no traffic,2020
2020-03-17,8.910833333333333,StGallen_Stuelegg,5.636610981090511,5.550218774518652,3.9852871322667065,1,no traffic,2020
2020-03-18,8.415833333333335,StGallen_Stuelegg,5.373329080984272,5.720081941300856,6.653040824947068,2,no traffic,2020
2020-03-19,8.474782608695651,StGallen_Stuelegg,6.742622913942856,6.80835217240882,9.559303371967628,3,no traffic,2020
2020-03-20,8.3975,StGallen_Stuelegg,6.364108055606978,5.8356514209099695,8.42487058566931,4,no traffic,2020
2020-03-21,8.195,StGallen_Stuelegg,7.806237545824642,8.445967819397973,10.150891796315463,5,no traffic,2020
2020-03-22,4.955217391304347,StGallen_Stuelegg,9.79169250155841,13.033886918111524,12.264961720227742,6,no traffic,2020
2020-03-23,6.53,StGallen_Stuelegg,15.23484958151731,15.23484958151731,13.957694067807061,0,no traffic,2020
2020-03-24,8.41125,StGallen_Stuelegg,15.712022125849165,15.471204324920242,13.906272682668297,1,no traffic,2020
2020-03-25,11.113478260869565,StGallen_Stuelegg,13.272107366526152,14.128585933613795,15.061544817260007,2,no traffic,2020
2020-03-26,13.887083333333335,StGallen_Stuelegg,15.905642512710557,16.060695835598196,18.811647035157005,3,no traffic,2020
2020-03-27,13.787083333333333,StGallen_Stuelegg,13.263500051556106,12.16213839328356,14.751357558042901,4,no traffic,2020
2020-03-28,10.563913043478264,StGallen_Stuelegg,8.500961581019967,9.19762529973694,10.90254927665443,5,no traffic,2020
2020-03-29,11.508260869565218,StGallen_Stuelegg,6.466501012662882,8.607668484430798,7.8387432865470155,6,no traffic,2020
2020-03-30,8.084166666666668,StGallen_Stuelegg,13.136140041341044,13.136140041341044,11.858984527630795,0,no traffic,2020
2020-03-31,7.466956521739132,StGallen_Stuelegg,16.37790656692771,16.12688277052037,14.561951128268426,1,no traffic,2020
2020-04-01,11.479166666666664,StGallen_Stuelegg,13.062988528576545,13.905972192576687,14.838931076222899,2,no traffic,2020
2020-04-02,13.042916666666665,StGallen_Stuelegg,7.796490130987492,7.872492826301703,10.623444025860511,3,no traffic,2020
2020-04-03,10.17086956521739,StGallen_Stuelegg,6.548769609106772,6.004979227360253,8.594198392119594,4,no traffic,2020
2020-04-04,13.121250000000002,StGallen_Stuelegg,8.758343790661588,9.47610028171868,11.18102425863617,5,no traffic,2020
2020-04-05,8.185833333333333,StGallen_Stuelegg,6.061830843878489,8.069005202446663,7.30008000456288,6,no traffic,2020
2020-04-06,7.888695652173913,StGallen_Stuelegg,4.694255190072464,4.694255190072464,3.4170996763622163,0,no traffic,2020
2020-04-07,7.708749999999998,StGallen_Stuelegg,3.235271930613804,3.1856849923128636,1.6207533500609181,1,no traffic,2020
2020-04-08,6.335416666666666,StGallen_Stuelegg,2.6762302809233494,2.8489333651360953,3.781892248782307,2,no traffic,2020
2020-04-09,9.930869565217392,StGallen_Stuelegg,3.854842937889176,3.8924211876362085,6.643372387195017,3,no traffic,2020
2020-04-10,6.346666666666665,StGallen_Stuelegg,5.594355876929338,5.129817177367999,7.71903634212734,4,no traffic,2020
2020-04-11,9.404166666666667,StGallen_Stuelegg,4.750430737394026,5.139734078137187,6.844658055054676,5,no traffic,2020
2020-04-12,5.02391304347826,StGallen_Stuelegg,2.507368416317277,3.3376003581732596,2.5686751602894775,6,no traffic,2020
2020-04-13,4.672083333333333,StGallen_Stuelegg,3.720089846522856,3.720089846522856,2.4429343328126087,0,no traffic,2020
2020-04-14,8.230000000000002,StGallen_Stuelegg,9.831154269867621,9.6804723950014,8.115540752749455,1,no traffic,2020
2020-04-15,11.711739130434784,StGallen_Stuelegg,9.303477265944483,9.903851317902905,10.836810201549117,2,no traffic,2020
2020-04-16,9.446666666666664,StGallen_Stuelegg,5.064490483102958,5.113860766479464,7.864811966038273,3,no traffic,2020
2020-04-17,6.349999999999998,StGallen_Stuelegg,3.059364569853575,2.805324020766467,5.394543185525809,4,no traffic,2020
2020-04-18,4.422173913043479,StGallen_Stuelegg,2.5491912039928915,2.7581003970257583,4.463024373943248,5,no traffic,2020
2020-04-19,3.6904166666666667,StGallen_Stuelegg,3.4718675876344807,4.6214614607926405,3.852536262908858,6,no traffic,2020
2020-04-20,7.75875,StGallen_Stuelegg,7.951020511315516,7.951020511315516,6.673864997605269,0,no traffic,2020
2020-04-21,8.864782608695652,StGallen_Stuelegg,10.06086064790391,9.906658068676725,8.34172642642478,1,no traffic,2020
2020-04-22,10.129166666666666,StGallen_Stuelegg,6.124612481321551,6.519847328140179,7.452806211786391,2,no traffic,2020
2020-04-23,9.705833333333333,StGallen_Stuelegg,6.520487615333461,6.584051427408151,9.33500262696696,3,no traffic,2020
2020-04-24,5.667826086956523,StGallen_Stuelegg,1.8465182813310381,1.693188886491648,4.2824080512509894,4,no traffic,2020
2020-04-25,4.375000000000001,StGallen_Stuelegg,3.522781426556725,3.8114774741111046,5.516401451028594,5,no traffic,2020
2020-04-26,7.099583333333333,StGallen_Stuelegg,4.528097430659575,6.027426806552089,5.258501608668307,6,no traffic,2020
2020-04-27,3.5909090909090913,StGallen_Stuelegg,3.7263523373437826,3.7263523373437826,2.4491968236335353,0,no traffic,2020
2020-04-28,4.423750000000001,StGallen_Stuelegg,3.7013459373820234,3.644615493523298,2.0796838512713527,1,no traffic,2020
2020-04-29,2.2925,StGallen_Stuelegg,3.5253876391178105,3.7528887337213264,4.685847617367537,2,no traffic,2020
2020-04-30,2.2640909090909087,StGallen_Stuelegg,3.9925345693934733,4.031455081484294,6.782406281043103,3,no traffic,2020
2020-05-01,2.280416666666667,StGallen_Stuelegg,4.777269072039264,4.3805788344139405,6.969797999173282,4,no traffic,2020
2020-05-02,0.9291304347826086,StGallen_Stuelegg,3.07411050955613,3.326037452046481,5.030961428963971,5,no traffic,2020
2020-05-03,1.9129166666666664,StGallen_Stuelegg,6.089488912465479,8.105821323692178,7.336896125808395,6,no traffic,2020
2020-05-04,2.2658333333333336,StGallen_Stuelegg,3.5425805568705835,3.5425805568705835,2.265425043160336,0,no traffic,2020
2020-05-05,9.76391304347826,StGallen_Stuelegg,9.590934543468538,9.443934510811284,7.879002868559338,1,no traffic,2020
2020-05-06,6.37875,StGallen_Stuelegg,11.112865028323652,11.83000289142611,12.762961775072322,2,no traffic,2020
2020-05-07,8.218749999999998,StGallen_Stuelegg,6.6740401112998455,6.73910080253036,9.490052002089168,3,no traffic,2020
2020-05-08,5.067391304347826,StGallen_Stuelegg,4.4543503556963095,4.084474329367874,6.673693494127215,4,no traffic,2020
2020-05-09,3.815833333333333,StGallen_Stuelegg,2.5344747091136353,2.742177868223004,4.447101845140494,5,no traffic,2020
2020-05-10,2.1454166666666667,StGallen_Stuelegg,2.5075030828742038,3.337779615096856,2.568854417213074,6,no traffic,2020
2020-05-11,4.231739130434783,StGallen_Stuelegg,4.908318807088466,4.908318807088466,3.6311632933782185,0,no traffic,2020
2020-05-12,4.453333333333332,StGallen_Stuelegg,8.471442848020464,8.341601238772794,6.776669596520849,1,no traffic,2020
2020-05-13,11.002083333333333,StGallen_Stuelegg,13.474666577198526,14.344216740055847,15.277175623702059,2,no traffic,2020
2020-05-14,7.976521739130434,StGallen_Stuelegg,14.276565976545271,14.415738536994747,17.166689736553554,3,no traffic,2020
2020-05-15,6.3808333333333325,StGallen_Stuelegg,14.927570672900986,13.688029531695356,16.2772486964547,4,no traffic,2020
2020-05-16,5.114999999999998,StGallen_Stuelegg,10.817165950217552,11.703645319055383,13.408569295972873,5,no traffic,2020
2020-05-17,4.237391304347827,StGallen_Stuelegg,4.154238903418332,5.529777419925768,4.7608522220419855,6,no traffic,2020
2020-05-18,7.272916666666667,StGallen_Stuelegg,4.863195775977061,4.863195775977061,3.586040262266814,0,no traffic,2020
2020-05-19,8.005416666666665,StGallen_Stuelegg,4.307684409964473,4.24166063031381,2.676728988061864,1,no traffic,2020
2020-05-20,6.810434782608696,StGallen_Stuelegg,4.085784864976886,4.349449637265396,5.282408520911607,2,no traffic,2020
2020-05-21,4.100416666666667,StGallen_Stuelegg,4.370261910579514,4.412864630374274,7.163815829933082,3,no traffic,2020
2020-05-22,3.99375,StGallen_Stuelegg,3.986088721759269,3.655095751008444,6.244314915767785,4,no traffic,2020
2020-05-23,2.296521739130435,StGallen_Stuelegg,2.7410791096727913,2.9657137404309903,4.670637717348479,5,no traffic,2020
2020-05-24,1.2491666666666668,StGallen_Stuelegg,3.851923438690228,5.127360209598207,4.358435011714424,6,no traffic,2020
2020-05-25,3.914583333333333,StGallen_Stuelegg,6.370806628493631,6.370806628493631,5.093651114783384,0,no traffic,2020
2020-05-26,4.485652173913043,StGallen_Stuelegg,6.6778872551584465,6.575535431137476,5.010603788885531,1,no traffic,2020
2020-05-27,5.300000000000002,StGallen_Stuelegg,5.526127192979381,5.882740454843451,6.8156993384896625,2,no traffic,2020
2020-05-28,5.3425,StGallen_Stuelegg,4.947186807983365,4.995413577377352,7.746364776936161,3,no traffic,2020
2020-05-29,4.248260869565217,StGallen_Stuelegg,6.949635431520502,6.372558342253177,8.961777507012517,4,no traffic,2020
2020-05-30,4.08875,StGallen_Stuelegg,8.382723451675952,9.069697417757547,10.774621394675037,5,no traffic,2020
2020-05-31,4.4762499999999985,StGallen_Stuelegg,5.828770648864713,7.758774848864876,6.9898496509810935,6,no traffic,2020
2020-06-01,3.7517391304347822,StGallen_Stuelegg,5.483722189829863,5.483722189829863,4.206566676119616,0,no traffic,2020
2020-06-02,4.292083333333333,StGallen_Stuelegg,5.063399385848397,4.9857927801831226,3.420861137931177,1,no traffic,2020
2020-06-03,3.2404166666666665,StGallen_Stuelegg,3.51651538011533,3.7434439281392096,4.676402811785421,2,no traffic,2020
2020-06-04,2.006521739130435,StGallen_Stuelegg,3.134019222803219,3.164570650958418,5.9155218505172265,3,no traffic,2020
2020-06-05,2.000833333333333,StGallen_Stuelegg,2.5411372747112613,2.3301287813350493,4.9193479460943905,4,no traffic,2020
2020-06-06,1.5483333333333331,StGallen_Stuelegg,2.408657900417865,2.606050225277754,4.3109742021952435,5,no traffic,2020
2020-06-07,1.0056521739130435,StGallen_Stuelegg,5.3048562709262415,7.06138359033261,6.292458392448827,6,no traffic,2020
2020-06-08,3.713750000000001,StGallen_Stuelegg,5.38858744060919,5.38858744060919,4.111431926898943,0,no traffic,2020
2020-06-09,5.912083333333333,StGallen_Stuelegg,12.43142682652593,12.240890634125362,10.675958991873417,1,no traffic,2020
2020-06-10,4.596086956521738,StGallen_Stuelegg,7.283160481338827,7.753159003853726,8.686117887499938,2,no traffic,2020
2020-06-11,4.264999999999999,StGallen_Stuelegg,5.908725323723814,5.966325480067174,8.717276679625982,3,no traffic,2020
2020-06-12,1.52625,StGallen_Stuelegg,4.466894565622422,4.0959769053517965,6.685196070111138,4,no traffic,2020
2020-06-13,3.427391304347826,StGallen_Stuelegg,3.668132940641847,3.968740714341393,5.673664691258883,5,no traffic,2020
2020-06-14,0.7920833333333336,StGallen_Stuelegg,2.4193833004110243,3.220481887488389,2.4515566896046064,6,no traffic,2020
2020-06-15,2.1825,StGallen_Stuelegg,3.810135490526601,3.810135490526601,2.5329799768163537,0,no traffic,2020
2020-06-16,3.3391304347826094,StGallen_Stuelegg,4.943028326270659,4.867266645060736,3.3023350028087908,1,no traffic,2020
2020-06-17,3.6037499999999993,StGallen_Stuelegg,4.627111725910243,4.925709522877833,5.858668406524044,2,no traffic,2020
2020-06-18,2.5654166666666662,StGallen_Stuelegg,4.230129037329022,4.271365696769672,7.02231689632848,3,no traffic,2020
2020-06-19,1.730434782608696,StGallen_Stuelegg,4.5236412145258695,4.14801148103967,6.737230645799011,4,no traffic,2020
2020-06-20,1.9358333333333329,StGallen_Stuelegg,5.196652590600562,5.62252433277277,7.327448309690259,5,no traffic,2020
2020-06-21,2.0725,StGallen_Stuelegg,3.8887440135861944,5.176372697416579,4.407447499532797,6,no traffic,2020
2020-06-22,2.842173913043478,StGallen_Stuelegg,3.950215081907632,3.950215081907632,2.6730595681973846,0,no traffic,2020
2020-06-23,4.819583333333332,StGallen_Stuelegg,5.130228671528273,5.051597774941934,3.4866661326899884,1,no traffic,2020
2020-06-24,5.115833333333334,StGallen_Stuelegg,4.413915554030715,4.698755328496129,5.631714212142341,2,no traffic,2020
2020-06-25,5.990869565217391,StGallen_Stuelegg,4.5733812974066295,4.617964090363807,7.368915289922615,3,no traffic,2020
2020-06-26,3.617083333333333,StGallen_Stuelegg,5.039506177640642,4.62104054948016,7.210259714239501,4,no traffic,2020
2020-06-27,1.3862500000000002,StGallen_Stuelegg,2.1040686574293157,2.2764995384949684,3.981423515412458,5,no traffic,2020
2020-06-28,1.537826086956522,StGallen_Stuelegg,2.7358052193826636,3.641676436809847,2.8727512389260648,6,no traffic,2020
2020-06-29,1.647916666666667,StGallen_Stuelegg,3.2577151287131056,3.2577151287131056,1.9805596150028584,0,no traffic,2020
2020-06-30,3.2245833333333334,StGallen_Stuelegg,4.004778216298729,3.9433970728957775,2.378465430643832,1,no traffic,2020
2020-07-01,2.576521739130435,StGallen_Stuelegg,2.723986354011589,2.899771243691906,3.8327301273381176,2,no traffic,2020
2020-07-02,2.0075,StGallen_Stuelegg,2.1325262890201166,2.153314841698424,4.904266041257232,3,no traffic,2020
2020-07-03,2.395,StGallen_Stuelegg,5.596512340103425,5.1317945742437345,7.721013739003076,4,no traffic,2020
2020-07-04,2.9386956521739127,StGallen_Stuelegg,3.445846947256608,3.728238124481207,5.433162101398696,5,no traffic,2020
2020-07-05,1.4620833333333334,StGallen_Stuelegg,1.5897572671093332,2.1161526920347256,1.3472274941509432,6,no traffic,2020
2020-07-06,1.997083333333333,StGallen_Stuelegg,2.703532074113264,2.703532074113264,1.4263765604030167,0,no traffic,2020
2020-07-07,4.065217391304347,StGallen_Stuelegg,3.838600869054309,3.7797667220218485,2.214835079769903,1,no traffic,2020
2020-07-08,3.54625,StGallen_Stuelegg,3.021111107785744,3.2160701177719733,4.149029001418184,2,no traffic,2020
2020-07-09,1.9945833333333336,StGallen_Stuelegg,2.636762154281192,2.662466160476411,5.41341736003522,3,no traffic,2020
2020-07-10,2.441739130434782,StGallen_Stuelegg,2.2737246639424002,2.084921319681774,4.674140484441115,4,no traffic,2020
2020-07-11,1.8629166666666668,StGallen_Stuelegg,5.11355626414287,5.532618165422374,7.237542142339863,5,no traffic,2020
2020-07-12,2.345652173913044,StGallen_Stuelegg,3.1486439012584113,4.191212964242087,3.4222877663583047,6,no traffic,2020
2020-07-13,4.416250000000002,StGallen_Stuelegg,6.23135984789198,6.23135984789198,4.954204334181733,0,no traffic,2020
2020-07-14,4.020833333333333,StGallen_Stuelegg,4.568928211434613,4.498900354061015,2.9339687118090696,1,no traffic,2020
2020-07-15,4.799999999999999,StGallen_Stuelegg,3.2925804951467916,3.505058027661068,4.43801691130728,2,no traffic,2020
2020-07-16,2.4562500000000003,StGallen_Stuelegg,4.58516894067762,4.629866643375585,7.380817842934393,3,no traffic,2020
2020-07-17,2.8920833333333325,StGallen_Stuelegg,6.28046602018594,5.758954771734984,8.348173936494325,4,no traffic,2020
2020-07-18,2.63,StGallen_Stuelegg,4.085403140114117,4.420206693444424,6.125130670361913,5,no traffic,2020
2020-07-19,2.4754166666666677,StGallen_Stuelegg,3.6341878818185216,4.837528740128941,4.0686035422451585,6,no traffic,2020
2020-07-20,3.5975,StGallen_Stuelegg,4.545780297565036,4.545780297565036,3.268624783854789,0,no traffic,2020
