,no2,city,pre_lockdown_model,dummy,lockdown_model,weekday,class,year
2019-12-17,40.0091304347826,Opfikon_Balsberg,47.30574949488173,45.010482421039434,37.476904570551575,1,high traffic,2019
2019-12-18,41.424583333333345,Opfikon_Balsberg,38.26206872200408,35.75527474782334,28.29718672156814,2,high traffic,2019
2019-12-19,42.83708333333333,Opfikon_Balsberg,47.36169829370487,43.38583189192946,37.801048119974745,3,high traffic,2019
2019-12-20,48.79565217391304,Opfikon_Balsberg,46.22236305547799,42.160019929274505,33.98446442028451,4,high traffic,2019
2019-12-21,42.81090909090909,Opfikon_Balsberg,34.05267213979834,36.288567713983745,24.6181828716699,5,high traffic,2019
2019-12-22,27.492499999999996,Opfikon_Balsberg,38.29914108108774,45.870664056701756,31.613899331413332,6,high traffic,2019
2019-12-23,32.91333333333334,Opfikon_Balsberg,36.03210864941059,36.03210864941059,25.055660400292673,0,high traffic,2019
2019-12-24,34.78833333333333,Opfikon_Balsberg,34.9370065003859,33.24186877325556,25.708290922767702,1,high traffic,2019
2019-12-25,21.0,Opfikon_Balsberg,35.36063793642528,33.043935336096695,25.58584730984149,2,high traffic,2019
2019-12-26,33.71708333333333,Opfikon_Balsberg,40.80636377253002,37.38079719559434,31.79601342363962,3,high traffic,2019
2019-12-27,48.15708333333334,Opfikon_Balsberg,53.81463964091362,49.08503438096633,40.90947887197633,4,high traffic,2019
2019-12-28,25.04833333333333,Opfikon_Balsberg,35.87213308304189,38.22749430895942,26.557109466645578,5,high traffic,2019
2019-12-29,27.533636363636365,Opfikon_Balsberg,31.02595284693038,37.15960775902061,22.902843033732186,6,high traffic,2019
2019-12-30,35.215,Opfikon_Balsberg,43.31721731006031,43.31721731006031,32.34076906094239,0,high traffic,2019
2019-12-31,39.4225,Opfikon_Balsberg,53.15104492122732,50.572165088423795,43.038587237935936,1,high traffic,2019
2020-01-01,33.3725,Opfikon_Balsberg,48.452355846091834,45.277930684914054,37.81984265865885,2,high traffic,2020
2020-01-02,41.27090909090909,Opfikon_Balsberg,41.339732558512175,37.86939134062524,32.28460756867052,3,high traffic,2020
2020-01-03,39.7925,Opfikon_Balsberg,51.70290194657365,47.158890899900335,38.98333539091034,4,high traffic,2020
2020-01-04,38.289545454545454,Opfikon_Balsberg,36.06870844236405,38.43697678975792,26.766591947444077,5,high traffic,2020
2020-01-05,30.27000000000001,Opfikon_Balsberg,22.582128170798274,27.046486834128473,12.78972210884005,6,high traffic,2020
2020-01-06,43.72136363636364,Opfikon_Balsberg,46.92266726937474,46.92266726937474,35.94621902025683,0,high traffic,2020
2020-01-07,46.59,Opfikon_Balsberg,42.01351532376612,39.97502656904417,32.44144871855631,1,high traffic,2020
2020-01-08,46.36125000000001,Opfikon_Balsberg,41.73532619571296,39.000976807079056,31.54288878082385,2,high traffic,2020
2020-01-09,52.01041666666666,Opfikon_Balsberg,42.43998549161725,38.87728148211208,33.29249771015736,3,high traffic,2020
2020-01-10,44.92090909090909,Opfikon_Balsberg,44.01859423620534,40.1499336593767,31.974378150386705,4,high traffic,2020
2020-01-11,29.76583333333333,Opfikon_Balsberg,31.411820811359373,33.47431831055386,21.803933468240018,5,high traffic,2020
2020-01-12,33.42916666666667,Opfikon_Balsberg,35.338289688041456,42.32446913591514,28.067704410626714,6,high traffic,2020
2020-01-13,38.77333333333332,Opfikon_Balsberg,35.95924783744975,35.95924783744975,24.982799588331837,0,high traffic,2020
2020-01-14,51.12681818181818,Opfikon_Balsberg,43.82025001182012,41.69409879143727,34.16052094094941,1,high traffic,2020
2020-01-15,57.51499999999999,Opfikon_Balsberg,45.24092814161927,42.27690424432974,34.81881621807454,2,high traffic,2020
2020-01-16,48.45374999999999,Opfikon_Balsberg,42.18656779160054,38.64513740520033,33.06035363324561,3,high traffic,2020
2020-01-17,56.59208333333334,Opfikon_Balsberg,48.389940535173345,44.137095606528796,35.9615400975388,4,high traffic,2020
2020-01-18,38.48045454545454,Opfikon_Balsberg,34.86216667465274,37.15121359156913,25.480828749255288,5,high traffic,2020
2020-01-19,34.75125000000001,Opfikon_Balsberg,30.990888484851148,37.11761137142818,22.86084664613976,6,high traffic,2020
2020-01-20,22.9075,Opfikon_Balsberg,29.15203870289974,29.15203870289974,18.17559045378183,0,high traffic,2020
2020-01-21,37.943333333333335,Opfikon_Balsberg,41.343297797254046,39.3373278851113,31.80375003462344,1,high traffic,2020
2020-01-22,37.46681818181817,Opfikon_Balsberg,35.26963430162955,32.958893934158596,25.50080590790339,2,high traffic,2020
2020-01-23,43.13333333333333,Opfikon_Balsberg,34.59153179461836,31.6876809192698,26.102897147315083,3,high traffic,2020
2020-01-24,59.90041666666666,Opfikon_Balsberg,57.18351282427388,52.157827530446696,43.9822720214567,4,high traffic,2020
2020-01-25,57.16125,Opfikon_Balsberg,46.09748527533919,49.124242261841516,37.45385741952767,5,high traffic,2020
2020-01-26,51.3359090909091,Opfikon_Balsberg,40.320408336411084,48.29152438465132,34.03475965936289,6,high traffic,2020
2020-01-27,43.99416666666667,Opfikon_Balsberg,45.306341079477455,45.306341079477455,34.32989283035954,0,high traffic,2020
2020-01-28,33.99041666666667,Opfikon_Balsberg,40.020591900769325,38.0787994580673,30.545221607579442,1,high traffic,2020
2020-01-29,41.6375,Opfikon_Balsberg,35.79051851446418,33.44565167527871,25.987563649023507,2,high traffic,2020
2020-01-30,48.87045454545455,Opfikon_Balsberg,36.92767160456199,33.82770910072819,28.242925328773474,3,high traffic,2020
2020-01-31,41.357083333333335,Opfikon_Balsberg,43.228057908772456,39.428875169152306,31.253319660162312,4,high traffic,2020
2020-02-01,25.43208333333333,Opfikon_Balsberg,35.10397394929165,37.40889791142057,25.738513069106723,5,high traffic,2020
2020-02-02,18.700416666666666,Opfikon_Balsberg,26.134024091713687,31.300572433795722,17.0438077085073,6,high traffic,2020
2020-02-03,19.73454545454545,Opfikon_Balsberg,27.922115709599545,27.922115709599545,16.94566746048163,0,high traffic,2020
2020-02-04,24.88458333333333,Opfikon_Balsberg,30.696946377288448,29.207535659994644,21.67395780950678,1,high traffic,2020
2020-02-05,35.03708333333333,Opfikon_Balsberg,30.236992330980648,28.255972676153135,20.79788464989793,2,high traffic,2020
2020-02-06,37.0375,Opfikon_Balsberg,26.845294019458976,24.591715571408777,19.00693179945406,3,high traffic,2020
2020-02-07,49.86863636363637,Opfikon_Balsberg,49.504858513915906,45.154026829774054,36.97847132078406,4,high traffic,2020
2020-02-08,54.49041666666666,Opfikon_Balsberg,39.58495621422583,42.184101093087456,30.513716250773612,5,high traffic,2020
2020-02-09,34.64458333333334,Opfikon_Balsberg,35.512090898442985,42.532629859887955,28.27586513459953,6,high traffic,2020
2020-02-10,12.7475,Opfikon_Balsberg,32.13118066981053,32.13118066981053,21.154732420692618,0,high traffic,2020
2020-02-11,19.47235294117647,Opfikon_Balsberg,26.77582786331306,25.476669162187715,17.943091311699852,1,high traffic,2020
2020-02-12,35.66391304347826,Opfikon_Balsberg,28.013219228647646,26.177893238566174,18.71980521231097,2,high traffic,2020
2020-02-13,39.371666666666655,Opfikon_Balsberg,37.52049364140698,34.37076558221013,28.785981810255414,3,high traffic,2020
2020-02-14,36.44125,Opfikon_Balsberg,42.00591055647297,38.314138636370245,30.13858312738025,4,high traffic,2020
2020-02-15,33.42227272727273,Opfikon_Balsberg,28.225289784496976,30.07855992582901,18.408175083515168,5,high traffic,2020
2020-02-16,38.075833333333335,Opfikon_Balsberg,33.12848382552194,39.677797187435914,25.42103246214749,6,high traffic,2020
2020-02-17,36.768333333333345,Opfikon_Balsberg,38.31878122827042,38.31878122827042,27.342332979152502,0,high traffic,2020
2020-02-18,39.719166666666666,Opfikon_Balsberg,31.13489817151438,29.624238106224805,22.090660255736942,1,high traffic,2020
2020-02-19,29.67391304347826,Opfikon_Balsberg,34.43374074830298,32.177765138528734,24.71967711227353,2,high traffic,2020
2020-02-20,36.41739130434783,Opfikon_Balsberg,35.03125385471937,32.090489688085654,26.505705916130935,3,high traffic,2020
2020-02-21,37.62875,Opfikon_Balsberg,38.288233513542856,34.92319693933028,26.747641430340288,4,high traffic,2020
2020-02-22,37.34708333333332,Opfikon_Balsberg,30.93106338435316,32.961994391529416,21.291609549215572,5,high traffic,2020
2020-02-23,30.54666666666667,Opfikon_Balsberg,29.64846113892757,35.50979375288116,21.253029027592735,6,high traffic,2020
2020-02-24,30.720909090909085,Opfikon_Balsberg,25.049266450378155,25.049266450378155,14.072818201260242,0,high traffic,2020
2020-02-25,26.594583333333336,Opfikon_Balsberg,28.31971167347045,26.945643987430365,19.412066136942506,1,high traffic,2020
2020-02-26,31.557916666666657,Opfikon_Balsberg,26.927474440718786,25.16328256812722,17.705194541872014,2,high traffic,2020
2020-02-27,38.46875,Opfikon_Balsberg,29.405677052712306,26.937162459119776,21.352378687165057,3,high traffic,2020
2020-02-28,44.53954545454545,Opfikon_Balsberg,33.475941762807906,30.533842897154734,22.35828738816474,4,high traffic,2020
2020-02-29,36.43208333333333,Opfikon_Balsberg,28.685103166410283,30.568564615530157,18.898179773216313,5,high traffic,2020
2020-03-01,24.63125,Opfikon_Balsberg,27.128977306867966,32.49222225664291,18.235457531354488,6,high traffic,2020
2020-03-02,32.02541666666667,Opfikon_Balsberg,29.839922584936012,29.839922584936012,18.863474335818097,0,high traffic,2020
2020-03-03,35.48181818181817,Opfikon_Balsberg,35.57402787864755,33.847981980513275,26.314404130025416,1,high traffic,2020
2020-03-04,35.231666666666655,Opfikon_Balsberg,33.76296981897068,31.55094072280299,24.092852696547787,2,high traffic,2020
2020-03-05,46.52625,Opfikon_Balsberg,41.80785995060402,38.298220902676725,32.713437130722006,3,high traffic,2020
2020-03-06,23.41291666666667,Opfikon_Balsberg,35.31020211529587,32.206895677332874,24.03134016834288,4,high traffic,2020
2020-03-07,32.04909090909091,Opfikon_Balsberg,24.517472238999133,26.127287393720096,14.456902551406253,5,high traffic,2020
2020-03-08,28.64,Opfikon_Balsberg,26.572555231725413,31.825798693029352,17.56903396774093,6,high traffic,2020
2020-03-09,37.20708333333333,Opfikon_Balsberg,36.914092911995965,36.914092911995965,25.93764466287805,0,high traffic,2020
2020-03-10,36.2675,Opfikon_Balsberg,35.86624508343654,34.126020855274234,26.592443004786375,1,high traffic,2020
2020-03-11,27.217272727272725,Opfikon_Balsberg,33.156754070570024,30.984442063307924,23.52635403705272,2,high traffic,2020
2020-03-12,20.9475,Opfikon_Balsberg,30.24195858791068,27.70324077572575,22.118457003771034,3,high traffic,2020
2020-03-13,24.54166666666667,Opfikon_Balsberg,32.24588850525109,29.411895285120682,21.236339776130684,4,high traffic,2020
2020-03-14,33.38375,Opfikon_Balsberg,26.47830273498604,28.21686585432212,16.54648101200828,5,high traffic,2020
2020-03-15,23.06454545454545,Opfikon_Balsberg,29.71334484285786,35.587504597086244,21.33073987179782,6,high traffic,2020
2020-03-16,38.37458333333333,Opfikon_Balsberg,36.360338458759465,36.360338458759465,25.38389020964155,0,high traffic,2020
2020-03-17,29.481666666666666,Opfikon_Balsberg,37.94675595115882,36.105585682770034,28.572007832282175,1,high traffic,2020
2020-03-18,24.459999999999994,Opfikon_Balsberg,34.86726835888187,32.58288956971511,25.124801543459903,2,high traffic,2020
2020-03-19,31.156363636363636,Opfikon_Balsberg,42.66789730572986,39.08606081244677,33.50127704049205,3,high traffic,2020
2020-03-20,27.58045454545454,Opfikon_Balsberg,40.020162328194516,36.502911789783944,28.32735628079395,4,high traffic,2020
2020-03-21,15.734166666666667,Opfikon_Balsberg,34.327676099465386,36.58162841039613,24.911243568082284,5,high traffic,2020
2020-03-22,8.22625,Opfikon_Balsberg,16.83297535405659,20.160759112218198,5.903994386929774,6,high traffic,2020
2020-03-23,12.507391304347825,Opfikon_Balsberg,25.5933372612847,25.5933372612847,14.616889012166785,0,high traffic,2020
2020-03-24,17.540869565217385,Opfikon_Balsberg,31.696148889223227,30.158257032739513,22.624679182251654,1,high traffic,2020
2020-03-25,21.23708333333333,Opfikon_Balsberg,35.65502717130648,33.31903724060836,25.860949214353155,2,high traffic,2020
2020-03-26,22.16666666666667,Opfikon_Balsberg,35.092414534437076,32.14651612008085,26.561732348126128,3,high traffic,2020
2020-03-27,32.56583333333334,Opfikon_Balsberg,38.36175459675107,34.99025647779569,26.814700968805695,4,high traffic,2020
2020-03-28,21.46863636363636,Opfikon_Balsberg,31.674968549121107,33.75474430653282,22.084359464218977,5,high traffic,2020
2020-03-29,20.245217391304344,Opfikon_Balsberg,29.6123083003171,35.46649370312062,21.209728977832196,6,high traffic,2020
2020-03-30,19.204999999999995,Opfikon_Balsberg,38.49469728694225,38.49469728694225,27.518249037824333,0,high traffic,2020
2020-03-31,19.350416666666664,Opfikon_Balsberg,25.347515813781204,24.11765857502498,16.584080724537117,1,high traffic,2020
2020-04-01,27.1590909090909,Opfikon_Balsberg,36.245436990191095,33.87076551859068,26.412677492335476,2,high traffic,2020
2020-04-02,32.26875,Opfikon_Balsberg,42.18521346423914,38.64389676938395,33.05911299742923,3,high traffic,2020
2020-04-03,27.26625,Opfikon_Balsberg,40.09011533424602,36.56671683855879,28.391161329568796,4,high traffic,2020
2020-04-04,16.30416666666667,Opfikon_Balsberg,18.324285751373345,19.52745680483438,7.857071962520537,5,high traffic,2020
2020-04-05,14.147272727272725,Opfikon_Balsberg,29.456053634283244,35.279348375820554,21.02258365053213,6,high traffic,2020
2020-04-06,28.223749999999992,Opfikon_Balsberg,37.23461869724989,37.23461869724989,26.258170448131978,0,high traffic,2020
2020-04-07,23.00958333333333,Opfikon_Balsberg,30.358087553089895,28.885118209417016,21.351540358929157,1,high traffic,2020
2020-04-08,27.36086956521739,Opfikon_Balsberg,37.882086092554154,35.40018722199992,27.942099195744717,2,high traffic,2020
2020-04-09,29.10954545454545,Opfikon_Balsberg,32.94780977511869,30.1819442209607,24.597160449005983,3,high traffic,2020
2020-04-10,15.691250000000002,Opfikon_Balsberg,36.86675068368599,33.6266439187944,25.451088409804406,4,high traffic,2020
2020-04-11,17.95375,Opfikon_Balsberg,31.60678401662531,33.68208278339707,22.011697941083227,5,high traffic,2020
2020-04-12,15.774583333333332,Opfikon_Balsberg,28.50309445097616,34.137994566744844,19.88122984145642,6,high traffic,2020
2020-04-13,11.1,Opfikon_Balsberg,31.4022846032946,31.4022846032946,20.42583635417669,0,high traffic,2020
2020-04-14,15.144166666666665,Opfikon_Balsberg,24.80596333743988,23.60238213449276,16.068804284004898,1,high traffic,2020
2020-04-15,22.45458333333333,Opfikon_Balsberg,36.28107663297191,33.90407017937106,26.445982153115857,2,high traffic,2020
2020-04-16,30.116666666666664,Opfikon_Balsberg,32.32125354997902,29.607985430754795,24.023201658800076,3,high traffic,2020
2020-04-17,28.242272727272724,Opfikon_Balsberg,36.0852083294676,32.913788948790554,24.73823343980056,4,high traffic,2020
2020-04-18,14.780000000000005,Opfikon_Balsberg,28.035153127500177,29.875938912006283,18.20555406969244,5,high traffic,2020
2020-04-19,8.247916666666669,Opfikon_Balsberg,17.89649205633398,21.434527034730355,7.177762309441931,6,high traffic,2020
2020-04-20,15.792083333333334,Opfikon_Balsberg,28.562090271223592,28.562090271223592,17.58564202210568,0,high traffic,2020
2020-04-21,19.57272727272727,Opfikon_Balsberg,32.53041265766751,30.9520424623126,23.41846461182474,1,high traffic,2020
2020-04-22,21.05416666666667,Opfikon_Balsberg,25.545901300691135,23.87222516177499,16.414137135519784,2,high traffic,2020
2020-04-23,23.082916666666666,Opfikon_Balsberg,38.31009100285628,35.09407871540291,29.50929494344819,3,high traffic,2020
2020-04-24,23.787499999999994,Opfikon_Balsberg,37.81538880188137,34.49190911349644,26.316353604506446,4,high traffic,2020
2020-04-25,18.788260869565214,Opfikon_Balsberg,26.867548517996696,28.631669482541838,16.961284640227994,5,high traffic,2020
2020-04-26,12.736521739130435,Opfikon_Balsberg,26.761182659021568,32.051716692889,17.79495196760058,6,high traffic,2020
2020-04-27,22.022916666666664,Opfikon_Balsberg,30.69012226658326,30.69012226658326,19.713674017465344,0,high traffic,2020
2020-04-28,30.07875,Opfikon_Balsberg,35.00685230110461,33.30832566737524,25.774747816887384,1,high traffic,2020
2020-04-29,24.04166666666667,Opfikon_Balsberg,31.473521069643045,29.41148847185363,21.953400445598426,2,high traffic,2020
2020-04-30,33.720454545454544,Opfikon_Balsberg,30.54102558834635,27.97720203709906,22.392418265144343,3,high traffic,2020
2020-05-01,16.289583333333336,Opfikon_Balsberg,32.259437371720374,29.424253382859632,21.248697873869638,4,high traffic,2020
2020-05-02,16.750833333333333,Opfikon_Balsberg,27.009183388890552,28.782604087086032,17.11221924477219,5,high traffic,2020
2020-05-03,12.424583333333333,Opfikon_Balsberg,21.259922827556963,25.462888993503583,11.20612426821516,6,high traffic,2020
2020-05-04,20.555909090909093,Opfikon_Balsberg,33.307968283072334,33.307968283072334,22.33152003395442,0,high traffic,2020
2020-05-05,23.552499999999995,Opfikon_Balsberg,31.412461213734368,29.88833383593997,22.35475598545211,1,high traffic,2020
2020-05-06,17.03,Opfikon_Balsberg,29.695775343787822,27.750214291370877,20.292126265115673,2,high traffic,2020
2020-05-07,25.457916666666666,Opfikon_Balsberg,35.57506892728848,32.588653186625514,27.003869414670795,3,high traffic,2020
2020-05-08,29.644545454545458,Opfikon_Balsberg,37.608677928441196,34.30336543100718,26.127809922017185,4,high traffic,2020
2020-05-09,19.651666666666667,Opfikon_Balsberg,30.313466451075364,32.30384609581882,20.633461253504976,5,high traffic,2020
2020-05-10,10.258750000000003,Opfikon_Balsberg,17.149183579915125,20.539479910933057,6.2827151856446335,6,high traffic,2020
2020-05-11,23.26875,Opfikon_Balsberg,28.957882564333197,28.957882564333197,17.98143431521528,0,high traffic,2020
2020-05-12,10.182272727272727,Opfikon_Balsberg,21.259105435707312,20.227617186457593,12.694039335969732,1,high traffic,2020
2020-05-13,22.12041666666667,Opfikon_Balsberg,35.09437848456306,32.79512025177108,25.337032225515877,2,high traffic,2020
2020-05-14,21.065416666666668,Opfikon_Balsberg,32.47862237930251,29.752143639181334,24.167359867226615,3,high traffic,2020
2020-05-15,18.692083333333333,Opfikon_Balsberg,34.54297428261027,31.507097169033,23.331541660043,4,high traffic,2020
2020-05-16,17.725909090909095,Opfikon_Balsberg,24.65585725846125,26.27475876186224,14.604373919548399,5,high traffic,2020
2020-05-17,15.127500000000005,Opfikon_Balsberg,24.16612044510651,28.94362539735028,14.686860672061858,6,high traffic,2020
2020-05-18,24.71874999999999,Opfikon_Balsberg,25.490003337182007,25.490003337182007,14.513555088064093,0,high traffic,2020
2020-05-19,20.400833333333328,Opfikon_Balsberg,34.077991078460265,32.424532636298935,24.890954785811076,1,high traffic,2020
2020-05-20,16.689090909090908,Opfikon_Balsberg,22.485338700561073,21.012179683166803,13.554091656911599,2,high traffic,2020
2020-05-21,11.593749999999998,Opfikon_Balsberg,23.3606789277594,21.39962301511941,15.814839243164693,3,high traffic,2020
2020-05-22,29.31583333333333,Opfikon_Balsberg,38.10399872384228,34.75515398583352,26.57959847684353,4,high traffic,2020
2020-05-23,20.287083333333328,Opfikon_Balsberg,30.376913303144647,32.37145886283174,20.701074020517893,5,high traffic,2020
2020-05-24,12.382727272727273,Opfikon_Balsberg,25.681616555385585,30.758726493394892,16.50196176810647,6,high traffic,2020
2020-05-25,17.540416666666665,Opfikon_Balsberg,23.93472701762264,23.93472701762264,12.958278768504728,0,high traffic,2020
2020-05-26,17.7725,Opfikon_Balsberg,24.018499361344347,22.853125779150904,15.319547928663043,1,high traffic,2020
2020-05-27,18.24833333333333,Opfikon_Balsberg,24.543430266127334,22.93543244604422,15.477344419789016,2,high traffic,2020
2020-05-28,21.903636363636366,Opfikon_Balsberg,28.149679519528274,25.78660198948722,20.201818217532505,3,high traffic,2020
2020-05-29,15.691739130434785,Opfikon_Balsberg,26.944090120697727,24.576055860695693,16.400500351705695,4,high traffic,2020
2020-05-30,12.33125,Opfikon_Balsberg,20.884651164059886,22.25593559408713,10.585550751773289,5,high traffic,2020
2020-05-31,10.160833333333334,Opfikon_Balsberg,19.98878579301772,23.94045537657388,9.683690651285456,6,high traffic,2020
2020-06-01,10.42125,Opfikon_Balsberg,24.39401359507535,24.39401359507535,13.417565345957437,0,high traffic,2020
2020-06-02,19.475454545454546,Opfikon_Balsberg,24.5783425118308,23.385805433370013,15.852227582882152,1,high traffic,2020
2020-06-03,26.51083333333333,Opfikon_Balsberg,37.114944654540295,34.68330614884323,27.225218122588025,2,high traffic,2020
2020-06-04,31.835,Opfikon_Balsberg,37.3581678773037,34.22206655817091,28.63728278621619,3,high traffic,2020
2020-06-05,23.0575,Opfikon_Balsberg,29.61615017218236,27.013276668459216,18.83772115946922,4,high traffic,2020
2020-06-06,11.898181818181818,Opfikon_Balsberg,21.438008776962775,22.84562662107722,11.175241778763377,5,high traffic,2020
2020-06-07,12.059166666666664,Opfikon_Balsberg,24.83516593210748,29.744937382595516,15.488172657307093,6,high traffic,2020
2020-06-08,14.336249999999998,Opfikon_Balsberg,16.29642221423223,16.29642221423223,5.3199739651143165,0,high traffic,2020
2020-06-09,26.42333333333333,Opfikon_Balsberg,18.850856281687282,17.936215879641196,10.402638029153335,1,high traffic,2020
2020-06-10,33.41772727272728,Opfikon_Balsberg,31.06934911157002,29.03379641575326,21.575708389498057,2,high traffic,2020
2020-06-11,19.200416666666666,Opfikon_Balsberg,35.896230297296235,32.882854064367045,27.298070292412326,3,high traffic,2020
2020-06-12,20.038333333333327,Opfikon_Balsberg,26.13319005740133,23.836423341514614,15.660867832524618,4,high traffic,2020
2020-06-13,13.3525,Opfikon_Balsberg,32.097099387418936,34.20459221999006,22.534207377676218,5,high traffic,2020
2020-06-14,18.44909090909091,Opfikon_Balsberg,24.923383282027192,29.850594802263814,15.59383007697539,6,high traffic,2020
2020-06-15,22.919166666666676,Opfikon_Balsberg,26.75199943462311,26.75199943462311,15.775551185505195,0,high traffic,2020
2020-06-16,13.994583333333333,Opfikon_Balsberg,22.175410323092127,21.099463113566507,13.565885263078647,1,high traffic,2020
2020-06-17,29.013333333333332,Opfikon_Balsberg,35.86107765587944,33.51158803396344,26.053500007708237,2,high traffic,2020
2020-06-18,22.666666666666664,Opfikon_Balsberg,34.436418242177055,31.54558866428678,25.960804892332064,3,high traffic,2020
2020-06-19,23.08791666666667,Opfikon_Balsberg,32.45525526247902,29.60286143383668,21.427305924846685,4,high traffic,2020
2020-06-20,15.376666666666665,Opfikon_Balsberg,29.46912366063682,31.404063829133403,19.733678986819562,5,high traffic,2020
2020-06-21,15.186666666666667,Opfikon_Balsberg,28.408049202408012,34.0241594115902,19.767394686301774,6,high traffic,2020
2020-06-22,20.215000000000007,Opfikon_Balsberg,32.99987849583532,32.99987849583532,22.023430246717403,0,high traffic,2020
2020-06-23,15.7175,Opfikon_Balsberg,20.02368282427211,19.05213707403332,11.518559223545457,1,high traffic,2020
2020-06-24,17.518750000000004,Opfikon_Balsberg,25.604330771543907,23.926826542554732,16.468738516299528,2,high traffic,2020
2020-06-25,20.055416666666666,Opfikon_Balsberg,36.264426448809964,33.22014130085439,27.635357528899668,3,high traffic,2020
2020-06-26,27.18136363636363,Opfikon_Balsberg,35.66058014024217,32.526480041654224,24.35092453266423,4,high traffic,2020
2020-06-27,18.24,Opfikon_Balsberg,27.758546949951114,29.581170796221205,17.910785953907364,5,high traffic,2020
2020-06-28,14.854583333333332,Opfikon_Balsberg,23.77913798154703,28.480138695541783,14.223373970253359,6,high traffic,2020
2020-06-29,24.33125,Opfikon_Balsberg,32.76164306664903,32.76164306664903,21.785194817531114,0,high traffic,2020
2020-06-30,20.17347826086957,Opfikon_Balsberg,34.24745283379888,32.5857721355385,25.05219428505064,1,high traffic,2020
2020-07-01,20.471739130434784,Opfikon_Balsberg,39.53051273036421,36.94061483883272,29.482526812577518,2,high traffic,2020
2020-07-02,17.2925,Opfikon_Balsberg,33.73221322493687,30.90049945515475,25.315715683200033,3,high traffic,2020
2020-07-03,26.72291666666666,Opfikon_Balsberg,32.9229018716006,30.029408002577867,21.853852493587873,4,high traffic,2020
2020-07-04,17.382083333333334,Opfikon_Balsberg,35.55313497190409,37.88755080880962,26.217165966495777,5,high traffic,2020
2020-07-05,12.566818181818185,Opfikon_Balsberg,29.26547796629446,35.051096979132915,20.79433225384449,6,high traffic,2020
2020-07-06,17.56208333333333,Opfikon_Balsberg,32.85794401026057,32.85794401026057,21.881495761142652,0,high traffic,2020
2020-07-07,20.4375,Opfikon_Balsberg,36.617388040223894,34.84071848110559,27.30714063061773,1,high traffic,2020
2020-07-08,22.43375,Opfikon_Balsberg,40.12681901484477,37.49785326706217,30.039765240806965,2,high traffic,2020
2020-07-09,25.18909090909091,Opfikon_Balsberg,38.5611186056914,35.32403333631407,29.739249564359355,3,high traffic,2020
2020-07-10,23.69416666666667,Opfikon_Balsberg,33.60257199533643,30.649343983082414,22.473788474092416,4,high traffic,2020
2020-07-11,14.493333333333334,Opfikon_Balsberg,30.44159119449113,32.44038349905674,20.7699986567429,5,high traffic,2020
2020-07-12,9.554166666666664,Opfikon_Balsberg,17.364167847954864,20.796965349466717,6.5402006241782935,6,high traffic,2020
2020-07-13,17.755000000000006,Opfikon_Balsberg,28.318307072737632,28.318307072737632,17.341858823619717,0,high traffic,2020
2020-07-14,24.939999999999994,Opfikon_Balsberg,37.54552420993667,35.72382163869762,28.190243788209763,1,high traffic,2020
2020-07-15,28.54250000000001,Opfikon_Balsberg,34.343982434345506,32.09388746845896,24.635799442203755,2,high traffic,2020
2020-07-16,27.865,Opfikon_Balsberg,34.15709008347537,31.289709230636394,25.70492545868168,3,high traffic,2020
2020-07-17,23.89363636363636,Opfikon_Balsberg,31.7240693833888,28.93593726127873,20.760381752288737,4,high traffic,2020
2020-07-18,12.900833333333333,Opfikon_Balsberg,21.31995472693817,22.719821152107265,11.049436309793423,5,high traffic,2020
2020-07-19,17.04708333333333,Opfikon_Balsberg,25.826531383552158,30.932290161195944,16.67552543590752,6,high traffic,2020
2020-07-20,24.68875,Opfikon_Balsberg,33.887953456821755,33.887953456821755,22.91150520770384,0,high traffic,2020
2020-07-21,33.442727272727275,Opfikon_Balsberg,33.04601324265392,31.44262619292908,23.909048342441217,1,high traffic,2020
2020-07-22,28.575416666666666,Opfikon_Balsberg,30.712634027920654,28.700452029299832,21.242364003044628,2,high traffic,2020
2020-07-23,25.514583333333334,Opfikon_Balsberg,36.65032654262175,33.5736462890702,27.98886251711548,3,high traffic,2020
2020-07-24,30.227916666666676,Opfikon_Balsberg,31.794893511789635,29.00053687210496,20.824981363114965,4,high traffic,2020
2020-07-25,19.298636363636366,Opfikon_Balsberg,26.74769972118368,28.503951423861043,16.833566581547203,5,high traffic,2020
2020-07-26,15.4625,Opfikon_Balsberg,26.087145001946194,31.24442561385906,16.987660888570637,6,high traffic,2020
2020-07-27,23.086666666666673,Opfikon_Balsberg,27.682587704281357,27.682587704281357,16.706139455163445,0,high traffic,2020
2020-07-28,22.1275,Opfikon_Balsberg,30.201205757979128,28.73584829283366,21.2022704423458,1,high traffic,2020
2020-07-29,24.17454545454545,Opfikon_Balsberg,29.465280783398267,27.5348209106709,20.076732884415694,2,high traffic,2020
2020-07-30,28.374583333333327,Opfikon_Balsberg,37.483320033164546,34.336712582082875,28.751928810128156,3,high traffic,2020
2020-07-31,32.16041666666667,Opfikon_Balsberg,35.90262942589271,32.74725635061629,24.571700841626296,4,high traffic,2020
2020-08-01,18.85791666666667,Opfikon_Balsberg,31.285112074353265,33.33928988858676,21.66890504627292,5,high traffic,2020
2020-08-02,15.339565217391305,Opfikon_Balsberg,24.49300157978303,29.335129078424327,15.078364353135903,6,high traffic,2020
2020-08-03,27.968260869565214,Opfikon_Balsberg,31.33804796833145,31.33804796833145,20.361599719213537,0,high traffic,2020
